"","City","Year","Median Price","Days on Market","One-Year % Change in Price","Five-Year % Change in Price","Ten-Year % Change in Price"
"1121","Groveland",2023,635000,32,10,48,93
"1122","Halifax",2023,510000,32,2,46,89
"1123","Hamilton",2023,773250,40,5,28,63
"1124","Hanover",2023,775000,43,9,40,100
"1125","Hanson",2023,525000,32,3,41,77
"1126","Harvard",2023,964500,48,4,54,92
"1127","Haverhill",2023,527500,26,6,56,102
"1128","Hingham",2023,1199000,43,-4,46,84
"1129","Holbrook",2023,492500,33,3,45,102
"1130","Holliston",2023,683500,24,5,42,70
"1131","Hopkinton",2023,942500,43,4,40,69
"1132","Hudson",2023,600000,30,9,59,114
"1133","Hull",2023,670000,42,13,63,104
"1134","Ipswich",2023,874950,39,18,62,99
"1135","Kingston",2023,652450,44,5,52,86
"1136","Lakeville",2023,597500,60,9,60,120
"1137","Lawrence",2023,455000,23,1,63,153
"1138","Lexington",2023,1675000,44,5,46,93
"1139","Lincoln",2023,1415000,39,-13,13,27
"1140","Littleton",2023,720000,30,-2,26,69
"1141","Lowell",2023,475000,27,6,58,120
"1142","Lynn",2023,550000,28,8,57,143
"1143","Lynnfield",2023,1100000,35,15,65,106
"1144","Malden",2023,665000,24,6,35,115
"1145","Manchester-by-the-Sea",2023,1595000,85,18,73,118
"1146","Mansfield",2023,717500,21,11,59,97
"1147","Marblehead",2023,964750,34,3,40,83
"1148","Marlborough",2023,575000,27,9,46,97
"1149","Marshfield",2023,742500,29,12,65,99
"1150","Maynard",2023,626250,27,18,64,96
"1151","Medfield",2023,904000,24,-7,39,57
"1152","Medford",2023,799500,26,-2,30,95
"1153","Medway",2023,690000,47,11,54,85
"1154","Melrose",2023,867500,26,5,33,100
"1155","Merrimac",2023,568750,31,-16,39,76
"1156","Methuen",2023,540000,26,4,50,113
"1157","Middleborough",2023,515000,37,6,58,106
"1158","Middleton",2023,984000,35,10,57,87
"1159","Milford",2023,535000,25,7,53,95
"1160","Millis",2023,679900,35,14,62,100
"1161","Milton",2023,925000,29,3,31,85
"1162","Nahant",2023,930076,53,-2,60,104
"1163","Natick",2023,900000,33,0,44,96
"1164","Needham",2023,1492500,39,-1,38,85
"1165","Newbury",2023,840000,29,-8,58,119
"1166","Newburyport",2023,950000,31,0,55,88
"1167","Newton",2023,1750000,38,9,45,92
"1168","Norfolk",2023,750000,34,1,32,67
"1169","North Andover",2023,853000,25,-4,45,75
"1170","North Attleboro",2023,570000,33,6,50,65
"1171","North Reading",2023,825000,26,5,49,79
"1172","Norton",2023,560000,27,10,48,104
"1173","Norwell",2023,905000,39,4,42,55
"1174","Norwood",2023,650000,23,0,37,81
"1175","Peabody",2023,625000,21,4,41,94
"1176","Pembroke",2023,577500,27,2,44,77
"1177","Pepperell",2023,539950,39,6,54,89
"1178","Plainville",2023,522000,23,-6,44,49
"1179","Plymouth",2023,612500,45,7,61,111
"1180","Plympton",2023,620000,48,6,44,98
"1181","Quincy",2023,663000,30,0,34,88
"1182","Randolph",2023,520000,35,-2,39,117
"1183","Raynham",2023,540000,40,2,28,78
"1184","Reading",2023,850000,34,4,36,85
"1185","Revere",2023,600000,28,2,38,113
"1186","Rockland",2023,492500,27,-1,45,107
"1187","Rockport",2023,849500,51,8,36,62
"1188","Rowley",2023,850000,38,0,59,113
"1189","Salem",2023,600000,29,-2,41,94
"1190","Salisbury",2023,581750,32,12,42,108
"1191","Saugus",2023,610000,22,-2,37,96
"1192","Scituate",2023,865000,33,-5,47,82
"1193","Sharon",2023,775000,37,0,46,59
"1194","Sherborn",2023,1250000,34,12,48,68
"1195","Shirley",2023,500000,25,-2,32,82
"1196","Somerville",2023,1000000,51,-9,26,82
"1197","Southborough",2023,950000,29,-1,51,79
"1198","Stoneham",2023,740000,23,2,32,80
"1199","Stoughton",2023,560000,33,2,47,87
"1200","Stow",2023,875000,36,5,55,101
"1201","Sudbury",2023,1125000,34,-2,50,65
"1202","Swampscott",2023,860000,38,9,48,97
"1203","Taunton",2023,470000,32,1,50,107
"1204","Tewksbury",2023,655000,24,4,49,105
"1205","Topsfield",2023,872500,27,8,46,82
"1206","Townsend",2023,476000,30,6,57,112
"1207","Tyngsborough",2023,630000,34,-3,47,82
"1208","Wakefield",2023,750000,27,3,35,79
"1209","Walpole",2023,701000,26,1,29,60
"1210","Waltham",2023,800000,34,8,32,83
"1211","Watertown",2023,919950,30,8,37,92
"1212","Wayland",2023,1060000,27,1,35,73
"1213","Wellesley",2023,1915000,37,1,33,70
"1214","Wenham",2023,960000,27,7,37,106
"1215","West Bridgewater",2023,538500,38,4,46,82
"1216","West Newbury",2023,785000,30,2,42,68
"1217","Westford",2023,800000,27,1,37,74
"1218","Weston",2023,2222500,73,-8,44,80
"1219","Westwood",2023,1162500,42,-3,50,88
"1220","Weymouth",2023,605000,30,5,48,102
"1221","Whitman",2023,488000,28,2,48,96
"1222","Wilmington",2023,700000,23,2,30,88
"1223","Winchester",2023,1467500,36,0,23,68
"1224","Winthrop",2023,683500,43,1,31,108
"1225","Woburn",2023,702000,31,6,40,95
"1226","Wrentham",2023,694950,41,4,39,55
